nom_editeur;adresse;code_postal;ville;departement;url_site_web;annee_creation;diffusion;distribution;nombre_titre_catalogue;nombre_publication;domaines_editoriaux;presence_salon_du_livre_paris_2014;racine_isbn;siret_ou_siren;id;wgs84
ATLANTIC BD;2 bis rue de buzenval;92210;SAINT-CLOUD;92;www.atlantic-bd.fr;2011;La Diff;MDS;6;12;Bande dessinée;Non;90171;;IF11_043_9111524090;48.850222,2.2161007
BIOTOP ÉDITIONS;2 rue de la Solidarité;75921;PARIS;75;www.3-2.fr;1986;Auto-diffusion;Auto-distribution;300;50;Tous genres;Non;84400;33814327400037;IF76_043_7826056124;48.8831119,2.3900829
ÉDITIONS CUJAS;4-6-8 rue de la Maison-Blanche;75626;PARIS;75;www.cujas.com;1946;Auto-diffusion;Auto-distribution;650;40;"Enseignement  ; Sciences humaines et sociales";Non;254;;IF76_043_7826057045;48.8257842,2.3582685
DANIEL MAGHEN;47 quai des Grands Augustins;75006;PARIS;75;www.danielmaghen.com;2005;La Diff;Volumen;34;6;Bande dessinée;Non;35674;;IF76_043_7826057054;48.8549057,2.34166
SOUS LE PAILLASSON ÉDITIONS;52 rue Broca;75005;PARIS;75;http://lescontrebandiers.free.fr;2001;CDE;Sodis;4;2;"Littérature langue française ; Roman, nouvelle";Non;9526028;;IF76_043_7826057183;48.8375883,2.346939
HORIZON BD ÉDITION;52 rue des Camélias;91270;VIGNEUX-SUR-SEINE;91;www.horizonbd.com;2001;Cartothèque EGG;Cartothèque EGG;12;1;Bande dessinée;Non;915967;43425612900017;IF76_043_7826057192;48.6975192,2.4357851
LES ÉDITIONS DU JAGUAR;57 bis rue d'Auteuil;75016;PARIS;75;www.leseditionsdujaguar.com;1985;Editour;Editour;250;10;"Carte géographique et atlas ; Documents, actualités, essais ; Sciences humaines et sociales  ; Tourisme  ; Tous genres";Non;86950;;IF76_043_7826057243;48.8478691,2.2633625
LES PETITS BOUQUINS DU WEB;4 place de la pergola - Immeuble ACCET;95000;CERGY;95;www.lespetitsbouquinsduweb.net;2011;;Lokomodo diffusion;36;5;Tous genres;Non;8210;;IF11_043_9126634890;49.035027,2.079834
LES ÉDITIONS AU CLAIR DE MA PLUME;20 rue Albert Thomas;75010;PARIS;75;www.auclairdemaplume.com;1999;EDI;Sodis;31;;Livre jeunesse;Non;914506;42161400900015;IF76_043_7830379504;48.869209,2.3637139
DAGORNO ÉDITIONS;20 rue Courat;75020;PARIS;75;www.editionsdagorno.com;1993;Calibre;Calibre;63;2;Documents, actualités, essais;Non;910019;;IF76_043_7830379609;48.8574241,2.4053544
SCRINEO;3 rue Française;75001;PARIS;75;www.lescarnetsdelinfo.com;2011;Volumen;Volumen;142;30;;Non;919755;;IF76_043_8735601060;48.86387,2.3474135
ÉDITIONS ARFUYEN;35 rue le Marois;75016;PARIS;75;www.arfuyen.fr;1975;Cerf diffusion;Sodis;400;15;"Littérature langue française ; Religion/ésotérisme";Non;84590;;IF11_043_9091871720;48.8383615,2.2605649
LIGNES DE REPÈRES;3 rue de Téhéran;75008;PARIS;75;www.lignes-de-reperes.com;2004;CED Cedif;Daudin;99;;Essai, analyse, critique;Non;915752;47890663900016;IF11_043_9107190880;48.8755962,2.3128031
ÉDITIONS SARAËL;231 rue Saint-Honoré;75001;PARIS;75;;2006;Auto-diffusion;Auto-distribution;12;2;Religion;Non;918256;49058569200018;IF11_043_9111393520;48.8661114,2.3290928
LE CASTOR ASTRAL;27 rue des Grilles;93500;PANTIN;93;www.castorastral.com;1991;Volumen;Volumen;800;26;"Littérature langue étrangère ; Littérature langue française";Non;85920;38126039700025;IF76_043_7826056511;48.8904674,2.4068534
AU CRAYON QUI TUE ÉDITEUR;51a rue du Volga;75020;PARIS;75;talusite.free.fr;2003;Auto-diffusion;Auto-distribution;;;Arts (livres);Non;9546501;;IF76_043_7826057174;48.8526378,2.4076891
ÉDITEUR TAÏFU COMICS - EUPHOR;16 rue Christophe Colomb;94370;SUCY-EN-BRIE;94;www.taifu-comics.com;2004;Makassar;Makassar;132;81;"Bande dessinée ; Manga";Non;35180;;IF76_043_7854189532;48.7714852,2.504414
THAMES & HUDSON ÉDITIONS;12 rue de Seine;75006;PARIS;75;www.thameshudson.fr;1989;Seuil;Volumen;360;16;"Architecture ; Arts (livres) ; Beaux-arts ; Histoire  ; Photographie";Non;87811;;IF76_043_7826055581;48.8566937,2.3360098
ÉCLATS D'ENCRE ÉDITEUR;14 rue Gambetta;78600;LE-MESNIL-LE-ROI;78;www.eclatsdencre.com;2000;Auto-diffusion;Auto-distribution;167;5;Littérature langue française;Non;914258;;IF76_043_7826055800;48.9381933,2.1330718
SEFI (SOCIETE ÉDUCATIVE FINANCIÈRE INTERNATIONALE);155 boulevard Haussmann;75008;PARIS;75;;1995;De Vecchi;Dilisco;69;4;"Encyclopédies et dictionnaires ; Management, gestion et économie d'entreprise (livr ; Sciences et techniques, médecine et gestion (livre";Non;;40198922300045;IF76_043_7826055917;48.8747521,2.3101377
ÉDITIONS À PROPOS;2 rue Frédéric Clément;92380;GARCHES;92;www.editions-a-propos.com;2003;Pollen littéral;Pollen littéral;14;4;Arts (livres);Non;915398;44793991900018;IF76_043_7826056259;48.8395092,2.1885838
PRÉSENCE AFRICAINE ÉDITIONS;25 bis rue des Écoles;75005;PARIS;75;www.presenceafricaine.com;1949;Auto-diffusion;Auto-distribution;476;20;"Géographie  ; Histoire  ; Livre jeunesse ; Poésie ; Roman, nouvelle ; Tous genres";Non;7087;;IF76_043_7826056409;48.8484202,2.3486783
AMAN IMAN PUBLISHING;6 sentier Galilée;94800;VILLEJUIF;94;www.amaniman.fr;2013;Pollen littéral;;12;4;Photographie;Oui;;7518504700020;IF11_043_11459232070;48.7997127,2.3624752
ÉDITIONS IMAGO;7 rue Suger;75006;PARIS;75;www.editions-imago.fr;1977;PUF;UD;300;20;Sciences humaines et sociales;Non;84952;;IF76_043_7826057519;48.8528323,2.3416146
RUE FROMENTIN ÉDITIONS;17 rue Henri Monnier;75009;PARIS;75;www.ruefromentin.com;2009;Volumen;;36;8;Littérature langue française;Non;9533538;;ADIF_043_9111327410;48.8800952,2.3371005
SOUS LA LIME;8 rue Berzélius;75017;PARIS;75;souslalime.free.fr;1998;CED Cedif;Les Belles Lettres;47;;"Littérature langue française ; Poésie";Non;909398;39914516800023;IF11_043_9091864330;48.8923659,2.3184363
ÉDITIONS DU BOUCHER;183 rue de Tolbiac;75013;PARIS;75;www.leboucher.com;2000;;;;;"Essai, analyse, critique  ; Littérature langue française ; Sciences humaines et sociales";Non;84824;;IF11_043_9094136590;48.8257442,2.3522535
GROUPE REVUE FIDUCIAIRE;100 rue la Fayette;75010;PARIS;75;www.grouperf.com;1952;GEODIF;Sodis;192;30;"Droit  ; Encyclopédies et dictionnaires";Non;86521;55207230800067;IF76_043_7826055389;48.8773791,2.3503256
ÉDITIONS NOUVEAU MONDE;21 square Saint-Charles;75012;PARIS;75;www.nouveau-monde.net;2000;le CDE;Sodis;636;60;"Cinéma et audiovisuel  ; Histoire  ; Roman historique ; Sciences humaines et sociales";Non;84736;43304881600030;IF76_043_7826056379;48.8463145,2.3893325
ÉDITIONS 365;11 rue Antoine Bourdelle;75015;PARIS;75;www.editions365.com;2005;Hatier;Hachette;80;60;"Loisirs, vie pratique, tourisme  ; Spiritualité";Non;35155;;IF76_043_7826057447;48.8427531,2.3185778
LES MOTS MIGRATEURS ÉDITEUR;Visages du monde - Maison de quartier des Hauts de Cergy - 10 place du Nautilus;95800;CERGY-LE-HAUT;95;www.motsmigrateurs.fr;2006;Auto-diffusion;Auto-distribution;8;2;;Non;9530879;49401702300016;IF76_043_8824020830;49.049907,2.0092
UTOPIA;30 rue Amelot;75011;PARIS;75;www.mouvementutopia.org;2010;CED Cedif;Daudin;15;4;;Non;919160;;IF76_043_8735698680;48.8578714,2.3688052
GRANDE OURSE (EDITIONS DE LA);39 rue Cortambert;75116;PARIS;75;www.editionsdelagrandeourse.com;2012;Pollen littéral;Pollen littéral;5;2;Littérature langue française;Non;91416;;Serv_043_10685937693;48.8608683,2.2792253
ÉDITIONS KOINÈ;104 rue Victor Hugo;93170;BAGNOLET;93;www.edition-koine.fr;2011;Auto-diffusion;Auto-distribution;5;1;;Non;9533541;;IF06_043_11299334030;48.8576364,2.422356
CIRCA 1924;1 rue Jacques Mawas;75015;PARIS;75;www.circa1924.com;2003;Auto-diffusion;Auto-distribution;28;3;Littérature langue française;Non;915715;45305929700011;IF11_043_9091973230;48.8382637,2.2930242
HC ÉDITIONS;164 rue de Vaugirard;75015;PARIS;75;www.hc-editions.com;1994;Interforum;Interforum;160;30;"Arts (livres) ; Histoire  ; Régionalisme  ; Roman historique ; Tourisme";Non;357200;;IF76_043_7826055602;48.8431987,2.3130604
TEMPS & PÉRIODES ÉDITIONS;154 rue de Belleville;75020;PARIS;75;www.tempsetperiodes.com;2007;;Auto-distribution;15;15;"Document, reportage  ; Essai, analyse, critique";Non;35586;;IF76_043_7826055905;48.8752563,2.3909946
EDITIONS GEUTHNER;16 rue de la Grande Chaumière;75006;PARIS;75;www.geuthner.com;1998;Auto-diffusion;Auto-distribution;900;15;Tous genres;Non;7053;41956295400026;IF76_043_7826055941;48.8423162,2.330212
ÉDITIONS DE LA BELLE GABRIELLE;11 Rue des Abesses;75018;PARIS;75;www.labellegabrielle.fr;2006;;;18;4;"Arts (livres) ; Roman, nouvelle";Non;9527705;49147769100027;IF76_043_7826056370;48.8839248,2.3385809
ÉDITIONS LIS & PARLE;55 avenue de la République;93170;BAGNOLET;93;www.lisetparle.fr;2003;Auto-diffusion;Auto-distribution;7;1;"Arts (livres) ; Documents, actualités, essais ; Livre jeunesse ; Poésie ; Poésie (littérature étrangère) ; Religion/ésotérisme  ; Sciences humaines et sociales  ; Tous genres";Non;915387;44880673700012;IF76_043_7826057213;48.8614755,2.4178116
ÉDITIONS DE L'ONDE;131 rue Manin;75019;PARIS;75;www.editions-onde.com;2006;CED Cedif;Daudin;94;10;Tous genres;Non;916929;48935043900035;IF76_043_8100412970;48.8844101,2.3908633
THIERRY MARCHAISSE ÉDITIONS;221 rue Diderot;94300;VINCENNES;94;www.editions-marchaisse.fr;2011;Harmonia Mundi;Harmonia Mundi;19;7;"Littérature langue française ; Sciences humaines et sociales";Oui;36280;;IF76_043_8206273900;48.8502736,2.4524073
ROBERT JAUZE ÉDITEUR;41 rue Barrault;75013;PARIS;75;www.robert-jauze.fr;1979;CED Cedif;Daudin;62;2;"Loisirs, vie pratique, tourisme  ; Santé, bien-être et vie de famille";Non;86214;31539010400034;IF11_043_9111388890;48.827158,2.3470328
ÉDITIONS LILO;36 rue Scheffer;75016;PARIS;75;www.editionslilo.com;2009;Auto-diffusion;Auto-distribution;7;2;Littérature langue française;Non;9534821;;IF11_043_9113562220;48.8621271,2.2822384
NORMA ÉDITIONS;149 rue de Rennes;75006;PARIS;75;www.editions-norma.com;1991;Vilo;Vilo;148;9;"Arts (livres) ; Essai, analyse, critique";Non;909283;;IF76_043_7826055827;48.8454088,2.326141
L'ASSOCIATION;104 rue Ordener;75018;PARIS;75;www.lassociation.fr;1990;Les Belles Lettres;Les Belles Lettres;450;30;Bande dessinée;Non;84414;;IF76_043_7826055944;48.8932704,2.3411166
ÉDITIONS THÉÂTRALES;20 rue Voltaire;93100;MONTREUIL;93;www.editionstheatrales.fr;1981;le CDE;Sodis;650;25;"Théâtre  ; Théâtre (littérature étrangère)";Non;84260;;IF76_043_7826056190;48.8544074,2.4214514
ÉDITIONS ARLÉA;16 rue de l'odéon;75006;PARIS;75;www.arlea.fr;1986;Volumen;Volumen;1050;40;"Essai, analyse, critique  ; Histoire  ; Roman, nouvelle ; Tous genres";Non;86959;;IF76_043_7826056625;48.8506561,2.3384313
MICHEL LAFON;7-13 boulevard Paul Émile Victor;92523;NEUILLY-SUR-SEINE;92;www.michel-lafon.fr;1987;Interforum;Interforum;1399;150;"Essai, analyse, critique  ; Roman, nouvelle ; Scolaire  ; Tous genres";Non;221;;IF76_043_7826057549;48.8941443,2.2655584
D-FICTION;1 villa Mélanie;93130;NOISY-LE-SEC;93;www.d-fiction.fr;2010;Auto-diffusion;;;;"Arts (livres) ; Roman, nouvelle ; Sciences humaines et sociales";Non;;;IF76_043_7990353340;48.8942829,2.4636883
ÉDITIONS DES BUSCLATS;34 rue Bonaparte;75006;PARIS;75;www.editionsdesbusclats.com;2009;Harmonia Mundi;Harmonia Mundi;18;4;Littérature langue française;Non;36166;51068626400019;IF76_043_7826056406;48.8552309,2.3336573
PRESSES DE L'UNIVERSITÉ PARIS SORBONNE;28 rue Serpente;75006;PARIS;75;www.paris-sorbonne.fr;1983;AFPU;Sodis;760;55;Tous genres;Non;84050;;IF76_043_7826057300;48.8523338,2.3413046
SAINT-HONORÉ;15 rue du Vieux-Château;77230;MONTGE-EN-GOELE;77;;;Auto-diffusion;Auto-distribution;70;7;Enseignement;Non;905245;48262123200032;IF76_043_7826057573;49.0310247,2.747739
ÉDITIONS MF;les Douches 5 rue Le Legouvé;75010;PARIS;75;www.editions-mf.com;1997;Pollen littéral;Pollen littéral;70;6;"Roman, nouvelle ; Sciences humaines et sociales";Oui;915794;;IF76_043_8055241190;48.872315,2.36178
LA MONTAGNE SECRÈTE;53 rue de Montreuil;75011;PARIS;75;www.lamontagnesecrete.com;;EDI;Sodis;34;;Livre jeunesse;Non;923163;;IF76_043_7854189424;48.8507878,2.3890305
LES RÊVEURS;83 rue Condorcet;93100;MONTREUIL;93;www.editionslesreveurs.com;1997;Makassar;Makassar;64;4;Bande dessinée;Oui;912747;;IF76_043_7990305430;48.8555994,2.4417851
ÉDITIONS BRUNO DOUCEY;Fontaine O Livres - 85 rue de la Fontaine-au-Roi;75011;PARIS;75;www.editions-brunodoucey.com;2010;Harmonia Mundi;Harmonia Mundi;57;15;Poésie;Oui;36229;;IF76_043_8206277690;48.869219,2.377468
ÉDITIONS 1973;227 rue Marcadet;75018;PARIS;75;www.1973.fr;2005;;Collectif des éditeurs indépendants;5;1;"Littérature langue étrangère ; Littérature langue française ; Loisirs, vie pratique, tourisme";Non;9525893;48482186300012;IF76_043_7826056301;48.8920383,2.3313764
ÉDITIONS DÉMOPOLIS;28 rue de Broca;75005;PARIS;75;www.demopolis.fr;2006;le CDE;Sodis;48;5;Documents, actualités, essais;Non;35457;;IF76_043_7826056382;48.8385291,2.3476025
ASPHALTE ÉDITIONS;Fontaine O Livres - 85 rue de la Fontaine au Roi;75011;PARIS;75;www.asphalte-editions.com;2009;Seuil;Volumen;14;10;"Littérature langue étrangère ; Littérature langue française";Oui;918767;;IF76_043_8735696730;48.869278,2.377569
ÉDITITIONS ANNE D'HERCOURT;2 rue Duphot;75001;PARIS;75;www.leseditionsannedhercourt.com;2012;DG diffusion;DG diffusion;3;1;"Arts (livres) ; Littérature langue française";Non;;52888975100012;ADIF_043_10189266720;48.867665,2.325861
LES ÉDITIONS RETROUVÉES;14 avenue Daumesnil;75012;PARIS;75;www.editions-retrouvees.fr;2012;Flammarion;UD;96;40;Littérature langue française;Non;36559;53427812200013;ADIF_043_10092072370;48.8483757,2.3727512
LE TEXTE VIVANT ÉDITIONS;59 rue Froidevaux;75014;PARIS;75;www.letextevivant.fr;2012;CED Cedif;Daudin;10;4;"Littérature langue étrangère ; Littérature langue française ; Sciences humaines et sociales";Non;36723;;ADIF_043_10271358780;48.8365529,2.3255005
CHRISTOPHE LUCQUIN EDITEUR;12 rue des Moulins;75001;PARIS;75;www.lc-editions.com;2011;;;25;7;Roman, nouvelle;Non;919000;51803026700018;IF11_043_9672896980;48.8668944,2.3352417
ÉDITIONS ALLIA;16 rue Charlemagne;75004;PARIS;75;www.editions-allia.com;1982;Harmonia Mundi;Harmonia Mundi;560;30;"Arts (livres) ; Essai, analyse, critique  ; Littérature langue française ; Sciences humaines et sociales  ; Tous genres";Non;84485;;IF76_043_7826055305;48.8544085,2.3600435
ÉDITIONS SAINT-SIMON;33 rue Vivienne;75002;PARIS;75;www.editions-saintsimon.com;2000;le CDE;Sodis;62;4;"Documents, actualités, essais ; Sciences humaines et sociales";Non;9516597;43402442800030;IF76_043_7826056742;48.8700709,2.3404997
ÉDITIONS QUESTIONS THÉORIQUES;c/o Olivier Quintyn - 1 rue du Moulin de la Vierge;75014;PARIS;75;www.questions-theoriques.com;2006;;;18;5;Sciences humaines et sociales;Oui;917131;;IF76_043_7854189766;48.832424,2.3149
ÉDITIONS CARACTÈRES;7 rue de l'Arbalète;75005;PARIS;75;www.editions-caracteres.fr;1950;Auto-diffusion;Auto-distribution;1750;25;"Littérature langue étrangère ; Littérature langue française";Non;85446;;IF76_043_7826057528;48.8403702,2.3491865
KNOWWARE;70 rue Georges Villette;77250;ECUELLES;77;www.competencemicro.com;2001;;;246;;Sciences et techniques, médecine et gestion (livre);Non;912954;41498989700023;IF76_043_7826057540;48.3526968,2.8166203
QUARTETT ÉDITIONS;2 bis Villa du Progrès;94120;FONTENAY-SOUS-BOIS;94;www.quartett.fr;2006;Auto-diffusion;Auto-distribution;51;8;Théâtre;Non;916834;49776162700015;IF76_043_8100414430;48.8545069,2.4591939
ÉDITEUR AMIS DE SPARTACUS;8 impasse Crozatier;75012;PARIS;75;www.atheles.org/spartacus;1990;Dif'pop;Dif'pop;48;2;;Non;902963;38854310000019;IF76_043_8826392910;48.8483729,2.3796664
JEU DE PAUME ÉDITIONS;1 place de la Concorde;75008;PARIS;75;www.jeudepaume.org;1991;Auto-diffusion;Auto-distribution;60;11;"Art contemporain ; Arts (livres) ; Cinéma et audiovisuel  ; Photographie ; Vidéo";Non;915704;;Serv_043_9819764491;48.8662565,2.3233986
ZELLIGE ÉDITION;15 rue des Prés - Lunay;77171;LECHELLE;77;www.zellige.eu;2001;Pollen littéral;Pollen littéral;47;6;"Arts (livres) ; Livre jeunesse ; Roman, nouvelle ; Sciences humaines et sociales  ; Tous genres";Oui;914773;;IF76_043_7826055860;48.590972,3.378591
ÉDITIONS BIBLIOMANE;9 rue Casimir-Delavigne;75006;PARIS;75;editionsbibliomane.com;2013;Interforum;Interforum;16;6;"Histoire  ; Sciences de la vie et de la terre (SVT)";Non;36743;53786326800018;IF09_043_10651520660;48.8500428,2.3392342
ÉDITIONS BRÉAL;27-29 avenue de Saint-Mandé;75012;PARIS;75;www.editions-breal.fr;1969;Dilisco;Dilisco;1000;80;Enseignement;Non;85394;;IF76_043_7826055278;48.8461026,2.3995872
ÉDITIONS DU PATRIMOINE;16 quai des Célestins;75004;PARIS;75;www.editions.monuments-nationaux.fr;1996;Volumen;Volumen;784;50;"Archéologie ; Architecture ; Arts (livres) ; Patrimoine  ; Photographie";Non;7577;;IF76_043_7826055929;48.852246,2.3611426
LUNA-PARK TRANSÉDITION;6 rue Boissonade;75014;PARIS;75;;1972;Les Belles Lettres;Les Belles Lettres;35;5;"Arts (livres) ; Essai, analyse, critique";Oui;8025;;IF76_043_7826056331;48.8399803,2.3342502
ÉDITIONS DU DAUPHIN;43-45 rue de la Tombe Issoire;75014;PARIS;75;www.editionsdudauphin.com;1935;Seuil;Volumen;360;30;"Arts (livres) ; Loisirs, vie pratique, tourisme  ; Tous genres";Non;7163;;IF76_043_7826057015;48.8307718,2.3347238
POULAILLER PRODUCTION ÉDITEUR;158 bis avenue Général Leclerc;94460;VALENTON;94;www.poulailler-production.over-blog.com;1997;Auto-diffusion;Auto-distribution;25;2;"Bande dessinée ; Livre jeunesse";Non;916894;41126177900010;IF76_043_7854189445;48.740296,2.4576952
STORYLAB;30 rue Lamarck;75018;PARIS;75;www.storylab.fr;2010;;;;;Tous genres;Non;36315;;IF76_043_8307894000;48.8885473,2.3441276
13ÈME NOTE ÉDITIONS;6 rue Debelleyme;75003;PARIS;75;www.13enote.com;2009;Flammarion;UD;80;15;"Littérature langue française ; Littérature langue française (littérature américaine) ; Mémoire, témoignage, biographie (documents)";Non;36374;;IF76_043_8813333480;48.8605764,2.3641048
LE 9EME MONDE;4 rue Frédéric-Sauton;75005;PARIS;75;le9ememonde.blogspot.fr;2004;Les Belles Lettres;Les Belles Lettres;80;5;Bande dessinée;Non;84456;41347346300011;Serv_043_9342656061;48.851159,2.3491255
LES NUITS ROUGES ÉDITIONS;5 rue Saint-Sébastien;75011;PARIS;75;les.nuits.rouge.free.fr;1997;;Makassar;46;4;"Histoire  ; Politique";Non;913112;;Serv_043_9824087891;48.8609715,2.3682912
POURSUITE ÉDITIONS;113 rue de Charenton;75012;PARIS;75;www.poursuite-editions.org;2004;r-diffusion;;29;5;Photographie;Oui;918960;;ADIF_043_9115825950;48.846674,2.378842
ÉDITIONS L'IMPROVISTE;13 boulevard de Belleville;75011;PARIS;75;www.limproviste.com;1999;Auto-diffusion;Auto-distribution;57;3;"Documents, actualités, essais ; Poésie ; Roman, nouvelle ; Sciences humaines et sociales  ; Tous genres";Non;913764;42264079700011;IF76_043_7826055719;48.8680089,2.3816565
TÉLÉMAQUE ÉDITIONS;7 rue Pérignon;75015;PARIS;75;www.editionstelemaque.com;2004;CDE;Sodis;222;20;"Documents, actualités, essais ; Littérature langue française ; Loisirs, vie pratique, tourisme  ; Tous genres";Non;7533;;IF76_043_7826057513;48.8475601,2.3093748
PIERRE TEQUI ÉDITIONS;82 rue Bonaparte;75006;PARIS;75;www.librairietequi.com;1831;AVM;AVM;2147;60;"Document, reportage  ; Essai, analyse, critique  ; Histoire  ; Livre  jeunesse ; Mémoire, témoignage, biographie (littérature) ; Philosophie  ; Religion  ; Religion/ésotérisme  ; Sciences humaines et sociales";Non;85244;;IF76_043_7826057657;48.849975,2.3325549
FLIES FRANCE;99 bis avenue du Général Leclerc;75014;PARIS;75;www.fliesfrance.fr;1995;CED Cedif;Daudin;86;7;Livre jeunesse;Non;910272;38986148500024;IF76_043_7826057882;48.8259542,2.3263751
L'ÉCOLE DES LOISIRS ÉDITIONS;11 rue de Sèvres;75006;PARIS;75;www.ecoledesloisirs.fr;1913;Auto-diffusion;Sodis;4200;250;Livre jeunesse;Non;211;;IF76_043_7830379675;48.8517955,2.3283769
LES ÉCHAPPÉS;26 rue Serpollet;75020;PARIS;75;www.charliehebdo.fr;2008;Volumen;Volumen;68;10;"Bande dessinée ; Documents, actualités, essais";Non;35766;50354493400014;IF76_043_8100406040;48.8609083,2.4131054
BLACKJACK;40 rue Malot;93100;MONTREUIL;93;www.blackjackeditions.com;2011;;Les presses du réel;24;5;;Non;918063;50386187400017;IF76_043_8737840860;48.8548575,2.4448332
LES ÉDITIONS GLOBOPHILE;46 rue Crébillon;94300;VINCENNES;94;www.globophile.com;2011;Auto-diffusion;Auto-distribution;7;5;Littérature langue française;Non;9538964;53098700700016;ADIF_043_9554297860;48.8526655,2.4401963
BRUIT BLANC;6 rue du Pont de Lodi;75006;PARIS;75;www.bruitblanc.fr;2005;Pollen littéral;Pollen littéral;14;5;"Arts (livres) ; Littérature langue française";Non;919402;;IF11_043_9126567470;48.8553694,2.3401605
BAUDRY ALAIN;12 rue Grégoire de Tours;75006;PARIS;75;;2005;Soleils;Soleils;76;8;"Enseignement  ; Littérature langue française ; Sciences humaines et sociales  ; Tous genres";Non;35755;;IF76_043_7826055623;48.8532475,2.3377002
LES ÉDITIONS ALEXANDRINES;31 rue du Coüédic;75014;PARIS;75;www.alexandrines.fr;1997;Auto-diffusion;Livre diffusion;59;4;Loisirs, vie pratique, tourisme;Non;912319;41110050600020;IF76_043_7826055665;48.8300249,2.3315366
MAXIMA ÉDITIONS;8 rue Pasquier;75008;PARIS;75;www.maxima.fr;1990;Interforum;Interforum;485;30;"Loisirs, vie pratique, tourisme  ; Sciences et techniques, médecine et gestion (livre";Non;84001;;IF76_043_7826056091;48.8717572,2.3232109
ÉDITIONS DE L'ORANTE;76 rue Lecourbe;75015;PARIS;75;;1940;Auto-diffusion;Auto-distribution;90;3;"Histoire  ; Littérature langue française ; Philosophie  ; Religion  ; Sciences humaines et sociales";Non;7031;;IF76_043_7826057336;48.8437043,2.3054007
AUTOUR DU LIVRE;81 rue les Enfants du Paradis;92100;BOULOGNE-BILLANCOURT;92;www.adlivre.com;2006;Dilisco;Dilisco;24;4;Arts (livres);Non;916560;;IF76_043_7826057651;48.8331766,2.2572067
ÉDITIONS ARGOS;91 rue Saint-Honoré;75001;PARIS;75;www.editionsargos.fr;2012;les PUF;UD;22;4;Tous genres;Non;36614;53468109300017;Serv_043_10394333537;48.8612943,2.3432926
L'ÉCHOPPE ÉDITEUR;c/o P. Cotensin - 7 rue Lentonnet;75009;PARIS;75;;1984;Les Belles Lettres;Les Belles Lettres;294;12;Essai, analyse, critique;Non;84068;;IF76_043_7826057504;48.880491,2.347493
ÉDITIONS POLE;80 boulevard Saint-Michel;75006;PARIS;75;www.poleditions.com;1990;Belin;Belin;129;5;Sciences et techniques, médecine et gestion (livre);Non;84884;37954391100034;IF11_043_9111284370;48.842825,2.3379897
QUELQUES MOTS;22 boulevard Kellermann;75013;PARIS;75;www.borborygmes.org;1998;Auto-diffusion;Auto-distribution;25;2;"Arts (livres) ; Littérature langue française";Oui;917601;;IF76_043_7826055416;48.8205451,2.3567239
LA DÉLIRANTE ÉDITION;112 rue Rambuteau;75001;PARIS;75;www.ladelirante.fr;1967;Auto-diffusion;Auto-distribution;120;4;"Arts (livres) ; Essai, analyse, critique  ; Poésie";Oui;85745;;IF76_043_7826055524;48.8627555,2.3471939
L'OREILLE DU LOUP;24 avenue Raymond Aron;92160;ANTONY;92;www.loreilleduloup.blogspot.com;2007;Auto-diffusion;Auto-distribution;40;5;Poésie;Oui;917290;;IF76_043_7826055659;48.7705387,2.3123641
ÉDITIONS LÉO SCHEER;22 rue de l'Arcade;75008;PARIS;75;www.leoscheer.com;2006;Flammarion;UD;693;40;;Non;7561;;IF76_043_7826056271;48.8722396,2.3239502
ALBERTINE;288 rue Saint-Jacques;75005;PARIS;75;www.editions-albertine.fr;2006;Auto-diffusion;Auto-distribution;11;2;"Poésie ; Roman, nouvelle";Non;916451;48530012300034;IF76_043_7826056544;48.8413622,2.3410278
ÉDITIONS FERNAND LANORE;6 rue de Vaugirard;75006;PARIS;75;www.editionslanore.com;1900;;Les Belles Lettres;638;38;"Esotérisme, occultisme  ; Essai, analyse, critique  ; Littérature langue française ; Poésie ; Religion  ; Sciences humaines et sociales  ; Spiritualité  ; Tourisme  ; Tous genres";Non;85157;;IF76_043_7826057324;48.8491493,2.3399243
ITAK ÉDITIONS;7 rue Charles Pathé;94510;LA-QUEUE-EN-BRIE;94;www.itakeditions.fr;2009;Pollen littéral;Pollen littéral;79;25;Livre jeunesse;Non;918145;50142582100011;IF76_043_7826057477;48.7932041,2.5798535
LEC (LES ÉDITIONS CULINAIRES);84 avenue Victor-Cresson;92130;ISSY-LES-MOULINEAUX;92;www.cookboutic.com;1993;Interforum;Interforum;127;25;"Cuisine, gastronomie et vins  ; Loisirs, vie pratique, tourisme";Non;84123;;IF76_043_7826057681;48.821887,2.2633361
LA BRUYÈRE ÉDITIONS;128 rue de Belleville;75020;PARIS;75;www.labruyere.fr;1979;Sémaphore;Sémaphore;1250;100;"Histoire  ; Littérature langue française ; Mémoire, témoignage, biographie (littérature) ; Poésie ; Religion  ; Roman, nouvelle";Non;7500;;IF76_043_7830379816;48.8746257,2.3886757
MACULA ÉDITIONS;8 rue Saint-Bon;75004;PARIS;75;www.editionsmacula.com;1980;Auto-diffusion;Auto-distribution;73;4;"Arts (livres) ; Cinéma et audiovisuel  ; Sciences humaines et sociales";Oui;86589;;IF76_043_7854189520;48.8584055,2.35076
ÉDITIONS LIBERTALIA;21 ter rue Voltaire;75011;PARIS;75;www.editionslibertalia.com;2007;Harmonia Mundi;Harmonia Mundi;50;12;"Sciences humaines et sociales  ; Sciences politiques";Oui;918059;;IF76_043_8055240130;48.8527175,2.3916564
