code_int;ext_arrete_covid;etablissement;adresse;geopoint;domaine_activite;terrasse_sur_stationnement;terrasse_ouverte;terrasse_fermee;extension_terrasse;terrasse_marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/28840.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/28840_COVID.pdf;SOL Y SOMBRA;25 Boulevard Pierre-Paul Riquet 31000 TOULOUSE;43.606239,1.455855;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/28912.pdf;;LE NATURA;6 Rue Lascrosses 31000 TOULOUSE;43.609461,1.436669;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29090.pdf;;KEBAB INDIAN;139 Grande-Rue Saint Michel 31000 TOULOUSE;43.590593,1.445225;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29163.pdf;;KFT;11 bis Rue de Bayard 31000 TOULOUSE;43.608853,1.447618;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29186.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29186_COVID.pdf;COMPTOIR A LA UNE;11 Place des Carmes 31000 TOULOUSE;43.59779,1.444244;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29326.pdf;;BOMWANA;19 Rue Reclusane 31000 TOULOUSE;43.598711,1.432915;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29445.pdf;;FOOD TOULOUSAIN;4 Place Arnaud Bernard 31000 TOULOUSE;43.610785,1.438882;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29485.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29485_COVID.pdf;MANTEAU ROUGE;47 Rue de Metz 31000 TOULOUSE;43.600597,1.451365;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29592.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29592_COVID.pdf;THE TOWER OF LONDON;39 Grande-Rue Saint Michel 31000 TOULOUSE;43.586399,1.446938;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29593.pdf;;SURFIN POKE;10 Rue de Metz 31000 TOULOUSE;43.59983,1.441788;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29624.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29624_COVID.pdf;GLACES MOUSTACHE TOULOUSE;16 Place Saint Pierre 31000 TOULOUSE;43.603807,1.435188;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29654.pdf;;PRIMA LOVA;1 Place de la Bourse 31000 TOULOUSE;43.601437,1.442103;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29656.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29656_COVID.pdf;LES FRELOTINS;13 Rue Riguepels 31000 TOULOUSE;43.600416,1.449874;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29688.pdf;;LE DUBLINERS;46 Avenue Marcel Langer 31000 TOULOUSE;43.583578,1.450556;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29695.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29695_COVID.pdf;LA CABANE A POKE;54 Rue du Taur 31000 TOULOUSE;43.606966,1.442331;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29820.pdf;;LE FOURNIL DE VICTOR HUGO;21 Place Victor Hugo 31000 TOULOUSE;43.60643,1.446271;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29832.pdf;;LA FIANCEE;54 Rue Peyrolières 31000 TOULOUSE;43.602147,1.441053;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29843.pdf;;MUST TACOS;65 Boulevard Armand Duportal 31000 TOULOUSE;43.61005,1.434624;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/30072.pdf;;MEILLEURBURGER.FR;2 Rue Paul Mériel 31000 TOULOUSE;43.603617,1.448131;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/30129.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/30129_COVID.pdf;CHEZ MAMIE;10 Place de la Trinité 31000 TOULOUSE;43.599607,1.4442;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/30163.pdf;;SAS CHOM CHOM;40 Rue du Général Jean Compans 31000 TOULOUSE;43.608982,1.455962;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/30212.pdf;;LA MAISON DE LA POUTINE;2 Rue Castellane 31000 TOULOUSE;43.604794,1.450143;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/30225.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/30225_COVID.pdf;GUEULETON;40 Rue Peyrolières 31000 TOULOUSE;43.601392,1.44072;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/30228.pdf;;CAFE OZ;1 Rue Gabriel Péri 31000 TOULOUSE;43.605611,1.449758;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/30243.pdf;;ROCCO PIZZA E TRATTORIA;3 BIS Boulevard de Strasbourg 31000 TOULOUSE;43.606047,1.44802;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/30373.pdf;;AU REPERE GOURMAND;2 Rue Montmorency 31000 TOULOUSE;43.613195,1.428626;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/30457.pdf;;LA COCOTTE;16 Rue des Sept Troubadours 31000 TOULOUSE;43.606032,1.450374;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/30575.pdf;;HAMBURGERIA;29 Boulevard d'Arcole 31000 TOULOUSE;43.611294,1.439332;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/31078.pdf;;POKETERIA;17 Place Saint Pierre 31000 TOULOUSE;43.603626,1.435008;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/31211.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/31211_COVID.pdf;PITAYA;17 Rue Lafayette 31000 TOULOUSE;43.604972,1.444966;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/31213.pdf;;AU VIEUX PEKIN;152 Avenue des Minimes 31200 TOULOUSE;43.624832,1.434323;Terrasse;Sans terrasse sur stationnement;Sans terrasse ouverte;Terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/31523.pdf;;Ô SAVEURS DU PALAIS;1 Place du Parlement 31000 TOULOUSE;43.593251,1.444215;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/31555.pdf;;L'EPUCURIEN;9 Avenue de Castres 31000 TOULOUSE;43.600793,1.468812;Terrasse sur stationnement;Terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/32485.pdf;;LE BIJOU;123 Avenue de Muret 31000 TOULOUSE;43.584404,1.427589;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/32492.pdf;;LES JARDINS D'OCCITANE;9 Place Occitane 31000 TOULOUSE;43.60348,1.448863;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/32856.pdf;;MAMMA GIORGIA;21 Place Saint Georges 31000 TOULOUSE;43.601827,1.448012;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/32891.pdf;;MUAY THAI;78 Grande-Rue Saint Michel 31000 TOULOUSE;43.589107,1.446128;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33019_COVID.pdf;L'ENIGME;40 Avenue des Minimes 31200 TOULOUSE;43.617695,1.4369;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33131.pdf;;LE 16ème;16 Avenue des Etats Unis 31000 TOULOUSE;43.627733,1.433485;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33162_COVID.pdf;BONBONNE;260 Avenue de Lardenne 31000 TOULOUSE;43.590361,1.379491;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33173_COVID.pdf;EAT SALADE;3 Esplanade Compans Caffarelli 31000 TOULOUSE;43.611135,1.436011;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33176_COVID.pdf;LA LOUPIOTE;39 Rue Reclusane 31000 TOULOUSE;43.598867,1.431876;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33183_COVID.pdf;FORNO GUSTO;21 Rue Sainte Ursule 31000 TOULOUSE;43.602856,1.441981;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33188_COVID.pdf;BAR A LA UNE;1 Chemin Cassaing 31000 TOULOUSE;43.616747,1.473068;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33201_COVID.pdf;NEROLI COFFEE;11 Rue Théodore Ozenne 31000 TOULOUSE;43.59677,1.44684;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33242_COVID.pdf;MLLE COCCINELLE;16 Rue de l'Etoile 31000 TOULOUSE;43.601421,1.453769;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33246_COVID.pdf;LES DIABLES AU THYM;20 Rue de la Fonderie 31000 TOULOUSE;43.594994,1.443407;Terrasse sur stationnement;Terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33274.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33274_COVID.pdf;BACARO;20 Rue du Pont Guilhemery 31000 TOULOUSE;43.601181,1.457311;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33362.pdf;;MY LITTLE WARUNG;40 Rue des Filatiers 31000 TOULOUSE;43.599064,1.444093;Terrasse;Sans terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33370_COVID.pdf;BICHETTE;2 Rue des Salenques 31000 TOULOUSE;43.607461,1.439434;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33381_COVID.pdf;WORLD OF FOOD;38 Grande-Rue Saint Michel 31000 TOULOUSE;43.587634,1.446704;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33470_COVID.pdf;LE POTIRON D'OR;2 Rue des Paradoux 31000 TOULOUSE;43.598133,1.442885;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33501_COVID.pdf;BACARO;20 Rue du pont Guilheméry 31000 TOULOUSE;43.601181,1.457311;Terrasse sur stationnement;Terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33561.pdf;;LA PORTE DES CARAIBES;21 Rue Guillaume de Mondran 31000 TOULOUSE;43.590916,1.455076;Terrasse sur stationnement;Terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33730.pdf;;LA BRINGUERIE;28 Rue de la Fonderie 31000 TOULOUSE;43.595232,1.443269;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33734.pdf;;NEW DELHI PALACE;42 Boulevard Lazare Carnot 31000 TOULOUSE;43.604302,1.450454;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33751.pdf;;ARCANE;201 Avenue de Grande Bretagne 31000 TOULOUSE;43.603441,1.406738;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33881_COVID.pdf;LA MANUFACTURE;24 Rue des Filatiers 31000 TOULOUSE;43.598622,1.444194;Terrasse;Sans terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33882_COVID.pdf;TROIKA ROYAL;23 Rue des Filatiers 31000 TOULOUSE;43.598736,1.444116;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33951.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33951_COVID.pdf;AU PAS SAGE;70 BIS Avenue de l'URSS 31000 TOULOUSE;43.579742,1.449879;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/33986.pdf;;LE BISTROT XIII;13 Avenue des Minimes 31000 TOULOUSE;43.616968,1.4368;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/34450.pdf;;LE TCHIN;22 Rue Saint Bernard 31000 TOULOUSE;43.609092,1.444553;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/34621.pdf;;LA ROSE DES VENTS;38 Rue Merly 31000 TOULOUSE;43.609919,1.442634;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/34634.pdf;;POMPON SUR GARONNE;20 Place Dominique Martin Dupuy 31000 TOULOUSE;43.599537,1.454284;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35000.pdf;;POPOTES CANTINE RESPECTUEUSE;39 Rue des Lois 31000 TOULOUSE;43.607091,1.439824;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35012.pdf;;PRIMA REPUBBLICA;3 Place Olivier 31000 TOULOUSE;43.598221,1.434278;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35536.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35536_COVID.pdf;CACAHUETE;21 Rue Reclusane 31000 TOULOUSE;43.598725,1.432842;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35537.pdf;;HANOÏ BISTRO;25 Avenue des Etats Unis 31000 TOULOUSE;43.62825,1.433069;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35705.pdf;;L'ANTIDOT BURGER;10 Rue du Taur 31000 TOULOUSE;43.605447,1.442739;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35706.pdf;;SEVEN SISTERS;26 Rue Raymond IV 31000 TOULOUSE;43.61032,1.448262;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35710_COVID.pdf;AU MONDE DE JENNAH;39 Avenue des Minimes 31000 TOULOUSE;43.618883,1.436203;Terrasse sur stationnement;Terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35748.pdf;;LE RIV GAUCHE;1 Avenue Etienne Billières 31000 TOULOUSE;43.597479,1.429596;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;;O'BRIENS;9 Place Arnaud Bernard 31000 TOULOUSE;43.611217,1.438659;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35784_COVID.pdf;FORNO GUSTO;1 2 Place du Capitole 31000 TOULOUSE;43.603872,1.444053;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35792_COVID.pdf;LE LOMA;3 Rue de la Fonderie 31000 TOULOUSE;43.594579,1.443578;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35945_COVID.pdf;MERCURE SAINT GEORGES;Rue Saint Jérôme 31000 TOULOUSE;43.603451,1.447317;Terrasse;Sans terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35947_COVID.pdf;MAK THAÏ;7 Rue Emile Cartailhac 31000 TOULOUSE;43.607524,1.439958;Terrasse sur stationnement;Terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35948.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35948_COVID.pdf;MERCURE TOULOUSE COMPANS;8 Esplanade Compans Caffarelli 31000 TOULOUSE;43.610615,1.434847;Terrasse;Sans terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35989.pdf;;LFC FOURNIL;156 Allée de Barcelone 31000 TOULOUSE;43.610739,1.419465;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/35991_COVID.pdf;SEVEN PIZZA;6 Rue de la Colombette 31000 TOULOUSE;43.60447,1.450664;Terrasse sur stationnement;Terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/36000.pdf;;LA PARENTHESE FOOD;9 Place Auguste Lafourcade 31000 TOULOUSE;43.592278,1.444313;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/36008.pdf;;LES PAUSES DOUCEURS;2 BIS Boulevard d'Arcole 31000 TOULOUSE;43.610845,1.443093;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/36192_COVID.pdf;POKE;14 Rue Emile Cartailhac 31000 TOULOUSE;43.607523,1.440223;Terrasse sur stationnement;Terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/36238_COVID.pdf;TIA TORTA;64 Avenue des Minimes 31000 TOULOUSE;43.619083,1.436442;Terrasse sur stationnement;Terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/36325.pdf;;LA MOUETTE;47 Avenue de Fronton 31000 TOULOUSE;43.628884,1.433741;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/36367.pdf;;LES DELICES DE CHINE;9 Rue des Lois 31000 TOULOUSE;43.605317,1.442021;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/36373.pdf;;LIMELIGHT;23 BIS Boulevard Pierre-Paul Riquet 31000 TOULOUSE;43.605921,1.456032;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/36512.pdf;;LA BODEGUITA;5 Rue Lieutenant Colonel Pélissier 31000 TOULOUSE;43.603519,1.446622;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/36620_COVID.pdf;Ô PATIO MIO;64 Allées Jean Jaurès 31000 TOULOUSE;43.607556,1.451962;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
