code_int;ext_arrete_covid;etablissement;adresse;geopoint;domaine_activite;terrasse_sur_stationnement;terrasse_ouverte;terrasse_fermee;extension_terrasse;terrasse_marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11470.pdf;;BRASSERIE DES BEAUX ARTS;1 Quai de la Daurade 31000 TOULOUSE;43.599829,1.440492;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11478.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11478_COVID.pdf;ANIMAE BAR;20 Boulevard Pierre-Paul Riquet 31000 TOULOUSE;43.604846,1.456503;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11493.pdf;;PIZZA LUCE;7 Rue des Trente-six Ponts 31400 TOULOUSE;43.592805,1.445938;Terrasse;Sans terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11533.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11533_COVID.pdf;LE CARDINAL;20 Place du Président Thomas Wilson 31000 TOULOUSE;43.604943,1.448036;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11559.pdf;;DE DANU IRISH PUB;9 Rue du Pont Guilhemery 31000 TOULOUSE;43.600716,1.455876;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11572.pdf;;L'AMAZIGH;26 Rue de Bayard 31000 TOULOUSE;43.60903,1.448263;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11604.pdf;;LE SHERPA;46 Rue du Taur 31000 TOULOUSE;43.606702,1.442428;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11689.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11689_COVID.pdf;AU JARDIN DES THES;16 Place Saint Georges 31000 TOULOUSE;43.602368,1.447638;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11739.pdf;;L'ENTREPOTES;8 Rue des Blanchers 31000 TOULOUSE;43.602281,1.4383;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11753.pdf;;LE WINGER;68 Rue de Bayard 31000 TOULOUSE;43.610863,1.451601;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11782.pdf;;PIZZERIA AL DENTE;112 Route d'Albi 31200 TOULOUSE;43.635302,1.463935;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11785.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11785_COVID.pdf;L'ETRIER;93 Rue du Faubourg Bonnefoy 31500 TOULOUSE;43.619766,1.457038;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11802.pdf;;MOM'S PIZZA BURGER;18 Place Arnaud Bernard 31000 TOULOUSE;43.610723,1.439435;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11803.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11803_COVID.pdf;LE COMMUNARD;14 Place Arnaud Bernard 31000 TOULOUSE;43.610948,1.439225;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11864.pdf;;CHEZ HOANG;141 Grande-Rue Saint Michel 31400 TOULOUSE;43.590647,1.445198;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11872.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11872_COVID.pdf;YOKOSUSHI;8 Esplanade Compans Caffarelli 31000 TOULOUSE;43.610615,1.434847;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11928.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/11928_COVID.pdf;LE SAINT AUBIN;3 Rue Maury 31000 TOULOUSE;43.604368,1.453997;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/12241.pdf;;CHAI VINCENT;38 Rue d'Astorg 31000 TOULOUSE;43.600851,1.449904;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/12246.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/12246_COVID.pdf;BISTRO DES CARMES;1 Rue des Filatiers 31000 TOULOUSE;43.598019,1.444184;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/12426.pdf;;AUX DELICES DU LIBAN;64 Rue Pierre-Paul Riquet 31000 TOULOUSE;43.606258,1.454078;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/12718.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/12718_COVID.pdf;SNAPPER ROCK;4 Rue Gabriel Péri 31000 TOULOUSE;43.605496,1.449921;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/13406.pdf;;PARADIS DU FRUIT;10 Place du Capitole 31000 TOULOUSE;43.604187,1.442846;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/13617.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/13617_COVID.pdf;AU FUT ET A MESURE;20 Rue Gabriel Péri 31000 TOULOUSE;43.605826,1.452438;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/13710.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/13710_COVID.pdf;LA RESERVE;8 Rue Jean Suau 31000 TOULOUSE;43.602096,1.440776;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/14088.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/14088_COVID.pdf;ZEN-SAI;2 Rue Jean Suau 31000 TOULOUSE;43.601722,1.440122;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/14517.pdf;;BEBOP;45 Rue de Metz 31000 TOULOUSE;43.600647,1.451117;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/14525.pdf;;BAR LA SALADE;2 Avenue de Fronton 31200 TOULOUSE;43.627281,1.434012;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/14526.pdf;;SO CHICKEN;44 Rue Merly 31000 TOULOUSE;43.610208,1.443004;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/14869.pdf;;LE MAMBIKAS;152 Avenue de Muret 31300 TOULOUSE;43.585534,1.42881;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/15341.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/15341_COVID.pdf;LERICHE DES SAVEURS;26 Rue de la Fonderie 31000 TOULOUSE;43.595161,1.443311;Terrasse sur stationnement;Terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/15656.pdf;;FERME ET GOURMANDE;4 Rue Villeneuve 31300 TOULOUSE;43.598172,1.429549;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/16056.pdf;;ANTALYA;10 Rue de Bayard 31000 TOULOUSE;43.608495,1.447293;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/16315.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/16315_COVID.pdf;DELICE DU CAPITOLE;7 Rue Lafayette 31000 TOULOUSE;43.604988,1.444444;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/16373.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/16373_COVID.pdf;THE THIRSTY MONK PUB;33 Allées Jean Jaurès 31000 TOULOUSE;43.607067,1.450141;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/16856.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/16856_COVID.pdf;MIDI MINUIT;3 Place du Peyrou 31000 TOULOUSE;43.607472,1.439698;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/16976.pdf;;LE SAINT SAUVAGE;20 Rue des Salenques 31000 TOULOUSE;43.607899,1.438697;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/17691.pdf;;LE BISTROT DU CHEVILLARD;4 Boulevard Maréchal Leclerc 31000 TOULOUSE;43.60691,1.430884;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/17808.pdf;;LA PANETIERE;55 Boulevard Lazare Carnot 31000 TOULOUSE;43.603766,1.450392;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/18052.pdf;;MYAZOE;2 Rue des Blanchers 31000 TOULOUSE;43.602195,1.438535;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/18056.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/18056_COVID.pdf;LE FLORE;51 Allées Jean Jaurès 31000 TOULOUSE;43.60783,1.45128;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/18468.pdf;;L'ESQUINADE;28 Rue de la Chaîne 31000 TOULOUSE;43.609284,1.439186;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/19002.pdf;;SAVEURS D'ASIE EXPRESS;4 Rue de la République 31300 TOULOUSE;43.598767,1.436266;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/19548.pdf;;WINE BAR;5 Rue de la Bourse 31000 TOULOUSE;43.600353,1.442488;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/20738.pdf;;TUTTI PIZZA;11 Rue Romiguières 31000 TOULOUSE;43.604712,1.44189;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/20996.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/20996_COVID.pdf;AUX PETITS FRERES;7 Place Jean Diebold 31300 TOULOUSE;43.597959,1.429759;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/21257.pdf;;MOM'S PIZZA;53 Boulevard de Strasbourg 31000 TOULOUSE;43.6094,1.444538;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/24379.pdf;;GRIGNOTE;12 Rue Alexandre Fourtanier 31000 TOULOUSE;43.602024,1.448528;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/24581.pdf;;CAFE MAURICE;8 Place Saint Georges 31000 TOULOUSE;43.601961,1.447255;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/24756.pdf;;LE GALUCHAT;40 Rue des Lois 31000 TOULOUSE;43.606989,1.440088;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/25233.pdf;;LA BARAKA JEUX;1 Boulevard de la Gare 31000 TOULOUSE;43.601324,1.457004;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/25236.pdf;;COTE BRAISE;90 Route d'Albi 31000 TOULOUSE;43.633429,1.463367;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/25433.pdf;;L'ATELIER BURGER;19 Boulevard de Strasbourg 31000 TOULOUSE;43.606877,1.447154;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/25827.pdf;;LE FOURNIL DE SACHA;45 Rue du Faubourg Bonnefoy 31000 TOULOUSE;43.618069,1.455306;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/25829.pdf;;LE PETIT SAN SEB;6 Rue du Rempart Villeneuve 31000 TOULOUSE;43.605561,1.446501;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/26672.pdf;;YARD;51 Rue du Taur 31000 TOULOUSE;43.606428,1.442416;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/26808.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/26808_COVID.pdf;L'ANTROPIC'AFE;40 Rue du Général Jean Compans 31000 TOULOUSE;43.608982,1.455962;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/26845.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/26845_COVID.pdf;VALENTINA;48 Rue Peyrolières 31000 TOULOUSE;43.601733,1.440871;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27147.pdf;;COMPTOIR SAINT AGNE;22 Avenue de l'URSS 31000 TOULOUSE;43.58247,1.448806;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27361.pdf;;PERLETTE;5 Rue du Poids de l'Huile 31000 TOULOUSE;43.604246,1.446293;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27633.pdf;;SANTOSHA TOULOUSE;10 Rue des Filatiers 31000 TOULOUSE;43.598245,1.444237;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27645.pdf;;LA MURAILLE D'OR;22 Rue de la Chaîne 31000 TOULOUSE;43.609108,1.439234;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27652.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27652_COVID.pdf;O P'TIT ZINC;Place des Carmes 31000 TOULOUSE;43.597247,1.444361;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27653.pdf;;ROBOAM;Place des Carmes 31000 TOULOUSE;43.597247,1.444361;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27655.pdf;;LA GRILLADE;Place des Carmes 31000 TOULOUSE;43.597247,1.444361;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27748.pdf;;QUARTIER LIBRE;130 Rue du Faubourg Bonnefoy 31000 TOULOUSE;43.623398,1.459045;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27812.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27812_COVID.pdf;AU COEUR DU GRAIN;47 Rue Pierre-Paul Riquet 31000 TOULOUSE;43.604167,1.454116;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27845.pdf;;LA MIE D'ANNA;13 Place Jeanne d'Arc 31000 TOULOUSE;43.609093,1.446535;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27915.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/27915_COVID.pdf;OH OUI;40 BIS Rue Peyrolières 31000 TOULOUSE;43.601481,1.440749;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/28137.pdf;;MY LITTLE WARUNG;13 Rue du Rempart Villeneuve 31000 TOULOUSE;43.605812,1.446335;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/28138.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/28138_COVID.pdf;LE DIX HUIT;6 Rue de la Fonderie 31000 TOULOUSE;43.594757,1.443572;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/28273.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/28273_COVID.pdf;BAR LE BELFORT;2 Place de Belfort 31000 TOULOUSE;43.608606,1.450481;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/28325.pdf;;CAMPILLO;1 Rue Job 31000 TOULOUSE;43.611175,1.444898;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/28563.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/28563_COVID.pdf;AU MINIMUM;65 Avenue des Minimes 31000 TOULOUSE;43.620258,1.435746;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/28594.pdf;;EAT STREET;43 Grande-Rue Saint Michel 31000 TOULOUSE;43.586513,1.446888;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/28773.pdf;;BAR DES VEDETTES;65 Place Roguet 31000 TOULOUSE;43.597383,1.429807;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29187.pdf;;MY BURGER A LA UNE;10 Place des Carmes 31000 TOULOUSE;43.59774,1.444252;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29189.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29189_COVID.pdf;L'AIR DE FAMILLE;6 Rue Jules Chalande 31000 TOULOUSE;43.602252,1.444236;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29378.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29378_COVID.pdf;STARBUCK'S;3 Esplanade Compans Caffarelli 31000 TOULOUSE;43.611135,1.436011;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29549.pdf;;SAVEURS DU MEKONG;42 Avenue de l'URSS 31000 TOULOUSE;43.581762,1.449083;Terrasse sur stationnement;Terrasse sur stationnement;Sans terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29631.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29631_COVID.pdf;LA MECANIQUE DES FLUIDES;1 Place Pierre-Paul Riquet 31000 TOULOUSE;43.607216,1.453771;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29756.pdf;;KOMPO;5 Rue de Rémusat 31000 TOULOUSE;43.605212,1.443803;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29767.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29767_COVID.pdf;VIVANTS;40 Rue Gabriel Péri 31000 TOULOUSE;43.606278,1.455662;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29821.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29821_COVID.pdf;MER ET TERROIR;Place du Salin 31000 TOULOUSE;43.594263,1.445026;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Sans extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29824.pdf;https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29824_COVID.pdf;SO CHOUETTE;8 Place Roger Salengro 31000 TOULOUSE;43.603028,1.444949;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
https://eu.ftp.opendatasoft.com/toulouse-metropole/terrasses/29835.pdf;;CUGINI'S;16 Rue Léon Gambetta 31000 TOULOUSE;43.6025,1.441254;Terrasse;Sans terrasse sur stationnement;Terrasse ouverte;Sans terrasse fermée;Extension terrasse;Sans terrasse marquise
